typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","858","URY","Uruguay","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","65289015.06",,"65289015.06","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","862","VEN","Venezuela","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","36856702.05",,"36856702.05","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","0","W00","World","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","429320555110.59",,"429320555110.59","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","32","ARG","Argentina","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","216928017.78",,"216928017.78","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","36","AUS","Australia","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3313944038.61",,"3313944038.61","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","40","AUT","Austria","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","12325934214.15",,"12325934214.15","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","56","BEL","Belgium","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7982108615.4",,"7982108615.4","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","76","BRA","Brazil","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1407926018.31",,"1407926018.31","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","100","BGR","Bulgaria","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","339081658.86",,"339081658.86","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","124","CAN","Canada","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2945377018.11",,"2945377018.11","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","152","CHL","Chile","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","199026191.07",,"199026191.07","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","156","CHN","China","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","20200631869.29",,"20200631869.29","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","158","TWN","Taiwan, Province of China","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1446888817.62",,"1446888817.62","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","191","HRV","Croatia","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","574964551.98",,"574964551.98","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","X","Export","196","CYP","Cyprus","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","554956628.01",,"554956628.01","0","true","false",
